                         index file runs obj_mean   obj_sd ttot_mean
100_1000_20_20 100_1000_20_20   10     56.4 0.699206     17.67
100_1000_20_4   100_1000_20_4   10    250.0 0.000000      1.06
100_1000_20_50 100_1000_20_50   10     50.0 0.666667    342.67
100_1000_4_10   100_1000_4_10   10    255.2 1.135292    316.30
100_1000_4_2     100_1000_4_2   10    500.0 0.000000      0.83
100_1000_4_20   100_1000_4_20   10    259.2 1.316561    301.75
100_1000_4_4     100_1000_4_4   10    273.3 1.567021    121.97
100_1000_4_50   100_1000_4_50   10    261.6 1.074968    282.04
100_500_20_10   100_500_20_10   10     50.0 0.000000      0.21
100_500_20_2     100_500_20_2   10    250.0 0.000000      0.21
100_500_20_20   100_500_20_20   10     27.3 0.674949      0.26
100_500_20_4     100_500_20_4   10    125.0 0.000000      0.20
100_500_20_50   100_500_20_50   10     22.8 0.632456     82.66
100_500_4_10     100_500_4_10   10    124.3 1.337494    163.84
100_500_4_2       100_500_4_2   10    250.0 0.000000      0.24
100_500_4_20     100_500_4_20   10    126.6 0.843274    156.03
100_500_4_4       100_500_4_4   10    137.3 1.059350     45.89
100_500_4_50     100_500_4_50   10    127.6 0.843274    160.25
50_100_20_10     50_100_20_10   10     10.0 0.000000      0.02
50_100_20_2       50_100_20_2   10     50.0 0.000000      0.03
50_100_20_20     50_100_20_20   10      5.0 0.000000      0.02
50_100_20_4       50_100_20_4   10     25.0 0.000000      0.03
50_100_20_50     50_100_20_50   10      3.1 0.316228      0.03
50_100_4_10       50_100_4_10   10     23.5 0.849837     19.88
50_100_4_2         50_100_4_2   10     50.0 0.000000      0.02
50_100_4_20       50_100_4_20   10     24.0 0.471405     19.80
50_100_4_4         50_100_4_4   10     27.5 0.707107      0.02
50_100_4_50       50_100_4_50   10     24.0 0.471405     22.01
50_1000_20_10   50_1000_20_10   10    100.0 0.000000      0.36
50_1000_20_2     50_1000_20_2   10    500.0 0.000000      0.41
50_1000_20_20   50_1000_20_20   10     60.4 0.516398     34.38
50_1000_20_4     50_1000_20_4   10    250.0 0.000000      0.47
50_1000_20_50   50_1000_20_50   10     55.1 1.791957    211.17
50_1000_4_10     50_1000_4_10   10    266.0 2.160247    351.74
50_1000_4_2       50_1000_4_2   10    500.0 0.000000      0.34
50_1000_4_20     50_1000_4_20   10    273.0 2.357023    366.44
50_1000_4_4       50_1000_4_4   10    284.2 2.394438    107.59
50_1000_4_50     50_1000_4_50   10    277.2 0.632456    251.68
50_500_20_10     50_500_20_10   10     50.0 0.000000      0.13
50_500_20_2       50_500_20_2   10    250.0 0.000000      0.14
50_500_20_20     50_500_20_20   10     29.9 0.994429      1.49
50_500_20_4       50_500_20_4   10    125.0 0.000000      0.11
50_500_20_50     50_500_20_50   10     26.0 0.942809    135.46
50_500_4_10       50_500_4_10   10    131.2 1.316561    145.93
50_500_4_2         50_500_4_2   10    250.0 0.000000      0.12
50_500_4_20       50_500_4_20   10    134.2 0.788811    162.82
50_500_4_4         50_500_4_4   10    142.7 1.494434     55.89
50_500_4_50       50_500_4_50   10    136.3 0.823273    147.20
